Time_s,Temperature_C,SSR_Control_Voltage_V
464.5000,397.9085,5.0000
465.0000,398.1625,5.0000
465.5000,398.4015,5.0000
466.0000,398.7281,5.0000
466.5000,399.1968,5.0000
467.0000,399.7602,5.0000
467.5000,400.0538,5.0000
468.0000,400.4022,5.0000
468.5000,400.4013,5.0000
469.0000,400.6129,5.0000
469.5000,401.0294,5.0000
470.0000,401.4294,5.0000
470.5000,401.6970,5.0000
471.0000,402.0985,5.0000
471.5000,402.4194,5.0000
472.0000,402.8809,5.0000
472.5000,403.1585,5.0000
473.0000,403.3059,5.0000
473.5000,403.5912,5.0000
474.0000,403.2220,5.0000
474.5000,403.5170,5.0000
475.0000,403.0045,5.0000
475.5000,402.8790,5.0000
476.0000,403.1891,5.0000
476.5000,403.5031,5.0000
477.0000,403.4879,5.0000
477.5000,403.5628,5.0000
478.0000,404.0540,5.0000
478.5000,404.1724,5.0000
479.0000,404.8357,5.0000
479.5000,405.0475,5.0000
480.0000,405.3404,0.0000
480.5000,405.8740,0.0000
481.0000,406.1084,0.0000
481.5000,406.1152,0.0000
482.0000,405.0904,0.0000
482.5000,404.0830,0.0000
483.0000,402.8125,0.0000
483.5000,401.7671,0.0000
484.0000,400.6271,0.0000
484.5000,399.8235,0.0000
485.0000,398.8440,0.0000
485.5000,397.8037,0.0000
486.0000,396.8014,0.0000
486.5000,395.8676,0.0000
487.0000,395.0150,0.0000
487.5000,393.8413,0.0000
488.0000,392.6624,5.0000
488.5000,391.9158,5.0000
489.0000,390.8677,5.0000
489.5000,389.6216,5.0000
490.0000,389.9810,5.0000
490.5000,390.3430,5.0000
491.0000,390.3047,5.0000
491.5000,390.6187,5.0000
492.0000,391.0327,5.0000
492.5000,391.3728,5.0000
493.0000,391.7632,5.0000
493.5000,391.7448,5.0000
494.0000,392.0735,5.0000
494.5000,392.2742,5.0000
495.0000,392.4381,5.0000
495.5000,392.8721,5.0000
496.0000,393.4261,5.0000
496.5000,394.0411,5.0000
497.0000,394.5577,5.0000
497.5000,394.7875,5.0000
498.0000,395.1088,5.0000
498.5000,395.5118,5.0000
499.0000,395.7840,5.0000
499.5000,396.0572,5.0000
500.0000,396.4679,5.0000
500.5000,396.7004,5.0000
501.0000,396.7980,5.0000
501.5000,396.9582,5.0000
502.0000,397.3274,5.0000
502.5000,397.5691,5.0000
503.0000,397.8772,5.0000
503.5000,398.2502,5.0000
504.0000,398.4127,5.0000
504.5000,398.8008,5.0000
505.0000,399.1120,5.0000
505.5000,399.0992,5.0000
506.0000,399.6219,5.0000
506.5000,399.7540,5.0000
507.0000,399.6547,5.0000
507.5000,399.6777,5.0000
508.0000,399.7055,5.0000
508.5000,399.9479,5.0000
509.0000,400.1241,5.0000
509.5000,400.2870,5.0000
510.0000,400.6406,5.0000
510.5000,400.9369,5.0000
511.0000,401.2273,5.0000
511.5000,401.5353,5.0000
512.0000,401.8834,5.0000
512.5000,401.6853,5.0000
513.0000,401.8367,5.0000
513.5000,401.6244,5.0000
514.0000,401.8561,5.0000
514.5000,402.0788,5.0000
515.0000,402.5107,5.0000
515.5000,402.9693,5.0000
516.0000,403.2292,5.0000
516.5000,403.3475,5.0000
517.0000,403.6624,5.0000
517.5000,403.7735,5.0000
518.0000,403.9895,5.0000
518.5000,404.4022,5.0000
519.0000,404.5045,5.0000
519.5000,404.8790,5.0000
520.0000,405.2265,5.0000
520.5000,405.2462,0.0000
521.0000,405.6516,0.0000
521.5000,406.0003,0.0000
522.0000,406.2284,0.0000
522.5000,405.0727,0.0000
523.0000,403.9007,0.0000
523.5000,402.7960,0.0000
524.0000,401.9104,0.0000
524.5000,400.7274,0.0000
525.0000,399.8261,0.0000
525.5000,398.5914,0.0000
526.0000,397.5674,0.0000
526.5000,396.6089,0.0000
527.0000,396.1200,0.0000
527.5000,394.8679,0.0000
528.0000,394.1890,5.0000
528.5000,393.2474,5.0000
529.0000,392.3606,5.0000
529.5000,391.4175,5.0000
530.0000,391.7702,5.0000
530.5000,392.0019,5.0000
531.0000,392.5543,5.0000
531.5000,392.7224,5.0000
532.0000,393.2076,5.0000
532.5000,393.3356,5.0000
533.0000,393.5800,5.0000
533.5000,393.6210,5.0000
534.0000,393.9673,5.0000
534.5000,394.5103,5.0000
535.0000,394.7467,5.0000
535.5000,394.9583,5.0000
536.0000,394.9856,5.0000
536.5000,395.1898,5.0000
537.0000,395.1205,5.0000
537.5000,395.1874,5.0000
538.0000,395.4821,5.0000
538.5000,395.9940,5.0000
539.0000,396.8020,5.0000
539.5000,396.9278,5.0000
540.0000,397.4574,5.0000
540.5000,397.7467,5.0000
541.0000,397.9559,5.0000
541.5000,398.2811,5.0000
542.0000,398.5308,5.0000
542.5000,398.7893,5.0000
543.0000,398.9431,5.0000
543.5000,398.8983,5.0000
544.0000,398.8246,5.0000
544.5000,399.1905,5.0000
545.0000,399.3691,5.0000
545.5000,399.4831,5.0000
546.0000,399.7175,5.0000
546.5000,400.1084,5.0000
547.0000,400.3748,5.0000
547.5000,400.4729,5.0000
548.0000,400.9471,5.0000
548.5000,401.4901,5.0000
549.0000,401.8140,5.0000
549.5000,402.2325,5.0000
550.0000,402.7031,5.0000
550.5000,403.1495,5.0000
551.0000,403.4910,5.0000
551.5000,403.8280,5.0000
552.0000,404.1480,5.0000
552.5000,404.1433,5.0000
553.0000,404.4983,5.0000
553.5000,404.4406,5.0000
554.0000,404.4954,5.0000
554.5000,404.9696,5.0000
555.0000,405.3493,5.0000
555.5000,405.8569,0.0000
556.0000,406.0109,0.0000
556.5000,405.9881,0.0000
557.0000,406.1477,0.0000
557.5000,405.1651,0.0000
558.0000,404.1805,0.0000
558.5000,403.4093,0.0000
559.0000,402.3413,0.0000
559.5000,401.4187,0.0000
560.0000,400.2304,0.0000
560.5000,399.3330,0.0000
561.0000,398.3485,0.0000
561.5000,397.2161,0.0000
562.0000,396.1894,0.0000
562.5000,395.1757,0.0000
563.0000,394.1476,0.0000
563.5000,393.5304,5.0000
564.0000,392.5409,5.0000
564.5000,391.5249,5.0000
565.0000,390.1409,5.0000
565.5000,390.2307,5.0000
566.0000,390.4464,5.0000
566.5000,390.5768,5.0000
567.0000,391.1201,5.0000
567.5000,391.3521,5.0000
568.0000,391.8738,5.0000
568.5000,392.1482,5.0000
569.0000,392.4166,5.0000
569.5000,392.6587,5.0000
570.0000,392.9185,5.0000
570.5000,393.5203,5.0000
571.0000,393.3120,5.0000
571.5000,393.1682,5.0000
572.0000,393.3166,5.0000
572.5000,393.5760,5.0000
573.0000,393.9695,5.0000
573.5000,394.3181,5.0000
574.0000,394.4939,5.0000
574.5000,394.9496,5.0000
575.0000,395.4059,5.0000
575.5000,395.6911,5.0000
576.0000,396.1310,5.0000
576.5000,396.4312,5.0000
577.0000,396.5634,5.0000
577.5000,396.9469,5.0000
578.0000,397.2115,5.0000
578.5000,397.4533,5.0000
579.0000,397.9885,5.0000
579.5000,397.7368,5.0000
580.0000,397.6927,5.0000
580.5000,397.6950,5.0000
581.0000,397.8619,5.0000
581.5000,398.0500,5.0000
582.0000,397.9868,5.0000
582.5000,398.0283,5.0000
583.0000,398.0945,5.0000
583.5000,398.8241,5.0000
584.0000,399.4197,5.0000
584.5000,399.5704,5.0000
585.0000,399.7301,5.0000
585.5000,399.7320,5.0000
586.0000,399.5822,5.0000
586.5000,399.7912,5.0000
587.0000,399.8232,5.0000
587.5000,400.0377,5.0000
588.0000,399.9483,5.0000
588.5000,400.0268,5.0000
589.0000,400.2872,5.0000
589.5000,400.5901,5.0000
590.0000,400.9021,5.0000
590.5000,400.8653,5.0000
591.0000,401.2637,5.0000
591.5000,401.3296,5.0000
592.0000,401.6818,5.0000
592.5000,401.9040,5.0000
593.0000,401.8521,5.0000
593.5000,402.0126,5.0000
594.0000,402.3087,5.0000
594.5000,402.6531,5.0000
595.0000,402.8455,5.0000
595.5000,403.3717,5.0000
596.0000,403.7910,5.0000
596.5000,403.9558,5.0000
597.0000,404.3214,5.0000
597.5000,404.9223,5.0000
598.0000,405.5263,5.0000
598.5000,405.4902,0.0000
599.0000,405.5145,0.0000
599.5000,406.0211,0.0000
